key;value
16083567593306195103;[Crafting Method]<br/>Location: Smithy<br/>Materials: {StaticInfo:MultiChange:Legendary_Dragon_TwoHandGiantSpear:20}<br/><br/>A spear forged primarily with the scales of Aeserion, the Great Serpent.<br/>The power dwelling within the scales ensures the blade remains undamaged, retaining the same razor-sharp edge it had the moment it was forged, no matter how much time passes.
16084226488534040833;{StaticInfo:Knowledge:Knowledge_Node_DesertFragment#Desert Fragment}
16084734475790975152;Can't dispatch to a blocked region.
16086747922099601665;Tariv Mise-en-scene
16087121957916508368;Wooden Mask of Lost Justice (+8)
16087458777841795760;Master of Swords
16087646562401911041;Abyss Nexus
16088853714500059393;Rock, Paper, Scissors
16088853714500059394;Somewhere in the village, a child looks around for someone to play Rock, Paper, Scissors with. Scissors beat paper, rock beats scissors, and paper beats rock. The first to win two of three rounds becomes the victor.
16089479877782144144;Ledgermain
16089479877782144145;[Crafting Method]<br/>Location: Can be crafted through the witches in each region<br/>Materials: {StaticInfo:MultiChange:Item_Skill_AbyssGear_AdditionalThief_LV1:1}<br/><br/>[How to Use]<br/>Equippable on: Armor<br/><br/>An Abyss gear equipped in gear sockets to grant a certain chance for a bonus effect when stealing.
16089479877782144159;[Crafting Method]<br/>Location: Can be crafted through the witches in each region<br/>Materials: {StaticInfo:MultiChange:Item_Skill_AbyssGear_AdditionalThief_LV1:1}<br/><br/>[How to Use]<br/>Equippable on: Armor<br/><br/>An Abyss gear equipped in gear sockets to grant a certain chance for a bonus effect when stealing.
16090239408388703376;Beet
16090239408388703377;Features smooth skin and a vivid red hue. Offers a sweeter profile than a turnip with a pleasant aroma. Mostly produced in Hernand, with a small amount cultivated in Demeniss.
16090239408388703391;Features smooth skin and a vivid red hue. Offers a sweeter profile than a turnip with a pleasant aroma. Mostly produced in Hernand, with a small amount cultivated in Demeniss.
16092308822416163984;Oliver
16092308822416163985;The Greymane Dyer. His dyes are said to be as bright and vibrant as his own personality. Fueled by boundless curiosity and creativity, he is capable of becoming an expert in anything that catches his interest.
16092308822416163999;The Greymane Dyer. His dyes are said to be as bright and vibrant as his own personality. Fueled by boundless curiosity and creativity, he is capable of becoming an expert in anything that catches his interest.
16092308822416165008;Oliver
16092308822416165009;The Greymane Dyer. His dyes are said to be as bright and vibrant as his own personality. Fueled by boundless curiosity and creativity, he is capable of becoming an expert in anything that catches his interest. Though he was known as a scatterbrained troublemaker in his youth, he seems almost proud of the reputation.
16092699574245785808;Golden-Knotted Ancestral Bow (+1)
16093691651561619664;Lanford Hammer (+2)
16093801357911261920;Horseshoes
16095768474407665921;
16096780368702603521;Savage Fang at Gorgerock Watchtower
16097097569217282256;Mortimer Shotgun (+7)
16097170768344907984;Delegation Leather Hat (+8)
16097979764089815297;Hand over the wine
16098385836067782832;Cleanse the sanctum.
16098774999021650448;Recapture Stronghold
16099271531338662145;Move to a safe location
16100054439452213456;Melvin Leather Gloves (+2)
16100836643191128321;Track the black lion
16101100860989244560;Abyss Nexus
16101100860989244561;Abyss Nexus
16101100860989244575;Abyss Nexus
16101388366100037889;Flame of Helmara
16101388366100037890;Find the bomb to destruct the Helms' workshop.
16101388366100037893;The Helms' workshop in Helmara was destroyed.
16102223011389636865;Obtain the artifact
16102377037506805968;White Bloodwind Leather Armor (+9)
16103847698733465857;Abyss Nexus
16104161325835354320;Thalwynd Longsword (+3)
16104595276446041232;House Centipede
16104595276446041233;A creature that hunts insects with mild venom. An arthropod with a slender body and several pairs of long, extended legs. It mainly inhabits damp, shaded areas and quickly hunts down and eats small insects or pests. Highly agile and fast, it can move instantly.
16104595276446041247;A creature that hunts insects with mild venom. An arthropod with a slender body and several pairs of long, extended legs. It mainly inhabits damp, shaded areas and quickly hunts down and eats small insects or pests. Highly agile and fast, it can move instantly.
16104804368338911489;Talk to the person
16105627425806746768;Bright Red Dye
16105627425806746769;[Crafting Method]<br/>Required Tool: Cauldron<br/>Materials: {StaticInfo:MultiChange:Collection_Prop_Dyewater_0001:1}<br/>※ Pink Medicinal Herbs: Peony, Pink Rosemary, Begonia<br/><br/>A {Staticinfo:Item:Collection_Prop_Dyewater_0001} commonly used in Hernandian territory.<br/>Oliver the Dyer will be able to recreate this color perfectly.
16105627425806746783;[Crafting Method]<br/>Required Tool: Cauldron<br/>Materials: {StaticInfo:MultiChange:Collection_Prop_Dyewater_0001:1}<br/>※ Pink Medicinal Herbs: Peony, Pink Rosemary, Begonia<br/><br/>A {Staticinfo:Item:Collection_Prop_Dyewater_0001} commonly used in Hernandian territory.<br/>Oliver the Dyer will be able to recreate this color perfectly.
16107222430631592112;Lock-On
16107725156553588944;Carta Plate Boots (+6)
16108155014060441776;Vegetable and Seafood Porridge (Seafood)
16108648806450462928;Grotevant Cloak (+5)
16110208549593809104;Lizard Leather Helm (+8)
16110400397192986832;Gustav Musket (+4)
16110493658112852373;Chocolate Mixer
16110493658112852374;1. Press {Interaction:Gimmick_Examine_NoSocket} to grab the floor valve.<br/>    2. Turn the valve with{Key:Key_DialTurnR} until the slide crank is in position.<br/>    3. Use {Key:MoveAnalog_ForGameAdvice} to turn the slide crank until the device activates.
16110961534670210192;Helmut
16110961534670210193;A blacksmith who is aiding in the restoration of the castle walls in Calphade after losing his family during the war. Rumor has it that he's recently acquired new tools for his work.
16110961534670210207;A blacksmith who is aiding in the restoration of the castle walls in Calphade after losing his family during the war. Rumor has it that he's recently acquired new tools for his work.
16111192294673088688;Close Filters
16112058306108850433;Calphadean Guard Level 2
16113436565409105040;Grakon
16113436565409105041;An equipment vendor at Fort Anvil. He deeply admires the blacksmith Sydmon, a man who claimed to be ordinary but was anything but. Rumor has it he has collected every piece Sydmon ever forged, and he is known to sell them only to those he deems worthy.
16113436565409105055;An equipment vendor at Fort Anvil. He deeply admires the blacksmith Sydmon, a man who claimed to be ordinary but was anything but. Rumor has it he has collected every piece Sydmon ever forged, and he is known to sell them only to those he deems worthy.
16113849724083110064;Upscale Mode
16114362848120930561;The Troubled Man Schedule
16115507826272502928;Abyssal Energy Research
16115507826272502929;The power of the Abyss is immeasurably vast, its true nature still shrouded in mystery. This research explores ways to control and directly assimilate the power of the Abyss into the body. Completing this research allows {Staticinfo:Knowledge:Knowledge_Hp#Health} to surpass its limits.
16115507826272502943;The power of the Abyss is immeasurably vast, its true nature still shrouded in mystery. This research explores ways to control and directly assimilate the power of the Abyss into the body. Completing this research allows {Staticinfo:Knowledge:Knowledge_Hp#Health} to surpass its limits.
16116360690813370625;Talk to the person
16117023679145050369;Marshell, Northwest Demeniss
16117101104520495280;%0# and %1# other regions liberated.
16117106327200727248;Bollin Leather Boots (+9)
16117814047616795792;Reedwind Valley
16117814047616795793;Endless golden reeds, swaying to the horizon.<br/>They say the sound of the wind whispering through the reeds resembles someone quietly sobbing.
16117814047616795807;Endless golden reeds, swaying to the horizon.<br/>They say the sound of the wind whispering through the reeds resembles someone quietly sobbing.
16117814047616796816;Reedwind Valley
16117814047616796817;Endless golden reeds, swaying to the horizon.<br/>They say the sound of the wind whispering through the reeds resembles someone quietly sobbing.
16118563828647592193;Defeat Walter Lanford Loading
16119933940394886288;White Bearclaw
16119933940394886289;A towering warrior and a senior officer of the Black Bears.<br/>He possessed the exceptional qualities valued by the Black Bears and quickly earned Myurdin's favor. On the night Myurdin pursued the Greymanes, he was ordered to massacre the residents of Pailune. He regrets that he never had the chance to fight the Greymanes himself and now burns with the desire to kill them with his own hands.
16119933940394886303;A towering warrior and a senior officer of the Black Bears.<br/>He possessed the exceptional qualities valued by the Black Bears and quickly earned Myurdin's favor. On the night Myurdin pursued the Greymanes, he was ordered to massacre the residents of Pailune. He regrets that he never had the chance to fight the Greymanes himself and now burns with the desire to kill them with his own hands.
16120259614880039088;A combination of 4 & 10
16121044395599331536;Spada Sword (+7)
16121319290686145680;Crescent Lake
16121319290686145681;A lake with a crescent moon-shaped islet in the center.<br/>Renowned as a favorite fishing spot among the locals.
16121319290686145695;A lake with a crescent moon-shaped islet in the center.<br/>Renowned as a favorite fishing spot among the locals.
16121319290686146704;Crescent Lake
16121319290686146705;A lake with a crescent moon-shaped islet in the center.<br/>Renowned as a favorite fishing spot among the locals.
16121370478106378496;Secret Weapon
16121623370075734273;Caliburn VS Wells Battle Loop
16122126473954854032;Ultimate Weapon
16122126473954854033;The ultimate weapon defending Fort Musket.
16122126473954854047;The ultimate weapon defending Fort Musket.
16122126473954855056;Ultimate Weapon
16122126473954855057;The ultimate weapon defending Fort Musket.
16122712432048079056;Sydmon Bow (+5)
16122774318231847120;Fan-Blade Greataxe (+4)
16122855523178512592;White Bloodwind Leather Armor (+2)
16123421939170541776;Spear of Righteousness (+8)
16124445910913515777;Battle Loop in Thornbriar Fortress
16124574661148147920;Competition Shield (+9)
16125533005790838992;Rapier of Amity (+7)
16126798389055586512;Gilded Shield (+5)
16127060717068092560;Nas River Shrine
16127060717068092561;A shrine where the Greymanes exchange information.<br/>Located along the Nas River in central Hernand. This ordinary-looking shrine, easily overlooked by passersby, was apparently once used by the Greymanes to relay information, but its purpose is now unclear.
16127060717068092575;A shrine where the Greymanes exchange information.<br/>Located along the Nas River in central Hernand. This ordinary-looking shrine, easily overlooked by passersby, was apparently once used by the Greymanes to relay information, but its purpose is now unclear.
16127060717068093584;Nas River Shrine
16127060717068093585;A shrine where the Greymanes exchange information.<br/>Located along the Nas River in central Hernand. This ordinary-looking shrine, easily overlooked by passersby, was apparently once used by the Greymanes to relay information, but its purpose is now unclear.
16127362782118019329;Vilkom Outpost Legendary Wolf Mise-en-scene
16127425299661979824;You have lost your way.
16127795543022764289;Crow Patrol
16129696190605296784;Cogwheel
16129696190605296785;A mechanical component with teeth arranged along a circular rim. Designed to transmit rotation and adjust speed, its precision reduces vibration and error, greatly boosting the device's efficiency. It serves as a core part for sustaining mechanical lifeforms and is most commonly obtained from machines.
16129696190605296799;A mechanical component with teeth arranged along a circular rim. Designed to transmit rotation and adjust speed, its precision reduces vibration and error, greatly boosting the device's efficiency. It serves as a core part for sustaining mechanical lifeforms and is most commonly obtained from machines.
16129893351079018753;Chattering Rocks Walker Reinforcements
16130284983376937168;Bedure Chain Cloak (+10)
16130819750017106448;Ritual
16130939630882128129;Musket of Demeniss Instant Death Projectile - Cannon
16131407344230727937;Benchmark_0023
16131733572766663824;Citron-Crested Cockatoo
16131733572766663825;A type of noisy, chattering parrot. It is characterized by an orange crest and a gray beak. It is active, high-spirited, and highly intelligent. When it is in a good mood or seeking attention, it lets out incredibly loud cries. Inhabits Hernand and Demeniss.
16131733572766663839;A type of noisy, chattering parrot. It is characterized by an orange crest and a gray beak. It is active, high-spirited, and highly intelligent. When it is in a good mood or seeking attention, it lets out incredibly loud cries. Inhabits Hernand and Demeniss.
16132307522131329281;Captured Garred
16132814388401799376;Bolton Plate Cloak (+2)
16133573618360647920;Shock Resistance
16133919457717256449;Abyss Creature
16133952829613146320;Grace Rapier (+8)
16133990719814631600;Goods for Sale
16134128386401370320;Light of the Battlefield Earring (+5)
16134571910494159105;Iguana Rider
16135586892870582529;Hayroof Farm Windmill Construction Request
16135708255761465601;Abyss Creature
16136097598841815297;Talk to the woman
16137232346381287632;Balton Shield (+5)
16137260602971128016;Grey Wolf Leather Gloves (+7)
16137447807710658817;
16137943949447790800;Dekarr Sword (+6)
16138302497612628225;Occupied Village Liberation
16138720655628566785;All-Out Duel
16138720655628566786;Weapons are forbidden in this duel, but any unarmed technique is allowed. Two warriors clash with all their strength and skill, and the victory is granted to whoever is left standing at the end.
16139863580785770672;Throw the rocks beyond the camp's boundaries.
16140377465032802512;Wooden Mask of Lost Justice (+10)
16141018029340229889;Cannon Minigame Area Schedule_I
16141184459322949889;Hit enemies 6 times with an Ice Enhanced {StaticInfo:Knowledge:Knowledge_RotationBash_I#Turning Slash}
16141282745354551553;Abyss Creature
16141866620388638896;Cook two portions of clear soup with tough meat, barley, and water.
16144463138572468432;Engraved Silver Necklace (+9)
16144728782299726000;Filling Fishball Soup (Fish Fillet)
16145071602294325456;Canta Plate Cloak (+6)
16145495631530557648;Rhonda Leather Boots (+7)
16145505320976777424;Meadows Leather Boots (+5)
16145632099821420801;Annabella's Request
16145632099821420802;Annabella has requested for fish to use their scales as decorations of a saddle.
16145632099821420805;The fish was delivered to Annabella.
16146151717849792769;
16146969668601512144;Canta Plate Gloves (+6)
16147854822706512240;Request failed. Game data is in use.
16148299450605895936;The Day the Moonlight Waned
16149141573433557200;White Bloodwind Cloth Cloak (+8)
16149737173728363664;Sanctum of Atonement
16149737173728363665;A place said to be imbued with spiritual power.<br/>It is known to have been created by someone in the past to restore the world and its providence, yet its power is so great that Antumbra revere it as sacred ground. The Fifth Edict declares: "Let those who truly repent endure the punishment befitting their sins."
16149737173728363679;A place said to be imbued with spiritual power.<br/>It is known to have been created by someone in the past to restore the world and its providence, yet its power is so great that Antumbra revere it as sacred ground. The Fifth Edict declares: "Let those who truly repent endure the punishment befitting their sins."
16149737173728364688;Sanctum of Atonement
16149737173728364689;A place said to be imbued with spiritual power.<br/>It is known to have been created by someone in the past to restore the world and its providence, yet its power is so great that Antumbra revere it as sacred ground. The Fifth Edict declares: "Let those who truly repent endure the punishment befitting their sins."
16150150431186616725;{StaticInfo:Item:Item_Skill_AbyssGear_SoulStrike_LV1#Spirit's Judgment}
16150150431186616726;Required Skill: [{StaticInfo:Knowledge:Knowledge_SwordMastery_I} Lv. 2]<br/><br/>  Press {Key:Key_Skill_6} to consume additional {StaticInfo:SubLevel:Stamina} and use {StaticInfo:Item:Item_Skill_AbyssGear_SoulStrike_LV1}.
16150746465273119888;Proficiency
16150746465273119889;Press {Key:Key_Skill_1} while using another skill to quickly chain into {Staticinfo:Knowledge:Knowledge_RotationBash_I}.
16150746465273119903;Press {Key:Key_Skill_1} while using another skill to quickly chain into {Staticinfo:Knowledge:Knowledge_RotationBash_I}.
16150746465273382032;Proficiency
16150746465273382033;Press {Key:Key_Skill_1} while using another skill to quickly chain into {Staticinfo:Knowledge:Knowledge_RotationBash_I}.
16150746465273382034;Press {Key:Key_Skill_1} while using another skill to quickly chain into {Staticinfo:Knowledge:Knowledge_RotationBash_I}.
16150746465273644176;Proficiency
16150746465273644177;Press {Key:Key_Skill_1} while using another skill to quickly chain into {Staticinfo:Knowledge:Knowledge_RotationBash_I}.
16150746465273644178;Press {Key:Key_Skill_1} while using another skill to quickly chain into {Staticinfo:Knowledge:Knowledge_RotationBash_I}.
16150746465273906320;Proficiency
16150746465273906321;Press {Key:Key_Skill_1} while using another skill to quickly chain into {Staticinfo:Knowledge:Knowledge_RotationBash_I}.
16150746465273906322;Press {Key:Key_Skill_1} while using another skill to quickly chain into {Staticinfo:Knowledge:Knowledge_RotationBash_I}.
16150746465274168464;Proficiency
16150746465274168465;Press {Key:Key_Skill_1} while using other skills to quickly chain into a follow-up attack.
16150746465274168466;Press {Key:Key_Skill_1} while using another skill to quickly chain into {Staticinfo:Knowledge:Knowledge_RotationBash_I}.
16150771646666375425;Resolve Forgotten in the Blizzard
16150771646666375426;Surviving Pailunese refugees have gathered in the heart of Steinnfell Fortress.
16150771646666375429;Garred, whom Jian had noted as a candidate for Pailune's future, was found at Steinnfell Fortress. The refugees stated that he fought to protect them until the very end and vowed never to forget him.
16152661531060863152;Hit (Right)
16153675714573369552;Dekarr Hammer (+1)
16154872240922427649;Masked Bandits
16154872240922427650;Merchants have gathered at Duskway Camp.<br/>Find out why they remain at the camp.
16154872240922427653;It is said that masked figures are stockpiling weapons in the merchant town.
16155598906439237840;Bloodbane I (+0)
16156256994213232848;Lusec Greatsword (+7)
16156923345504305409;Hexe Region Crow Placement
16157373681415225601;Byron, North Demeniss
16157501456692281552;Tardik Greataxe (+7)
16158619754507010096;Stranger
16158619754507010097;PHM_Description_001
16159283765040906448;Purple Scout Ring (+7)
16159512661027979472;Mortain Plate Helm (+2)
16160569631004688641;Read the memory about the secrets of the helmet
16161515739285554320;Brek
16161515739285554321;A back-alley merchant of Demeniss. No one knows the exact reason, but he is said to have been hunted after drawing the ire of the Righteous Inquisitors. Even so, he is bold enough to keep doing business.
16161515739285554335;A back-alley merchant of Demeniss. No one knows the exact reason, but he is said to have been hunted after drawing the ire of the Righteous Inquisitors. Even so, he is bold enough to keep doing business.
16162207117351059713;Gatherables Placement Stage (Jewel Beetle)
16162450285514457296;Alpha Barrel Cannon (+1)
16163110391923081392;Move Recipe
16163650681629049040;Pororin Cloth Cloak (+8)
16164462997383676161;Tell of the results of butchering
16164541668299636912;Satisfying Assorted Meat and Fish Skewers (Fish Fillet)
16164999859705741569;Marni's Valvegard Garrison Delesyian Guards
16165978764356878544;Mechanical Clockwork Blaster (+9)
16166799893384397008;Delesyian Cloth Cloak (+9)
16168891228924936449;Aged Object
16169451155221381377;Track Ravok of the Savage Fangs
16169574992013426945;Wounded Jackal, Ludvig
16169622902373614736;Chicken
16169622902373614737;A small bird that scours the ground. It has a complex social structure with a defined hierarchy within the flock. Hens are popular livestock, as it can lay eggs much more frequently than other birds. It is found throughout Pywel.
16169622902373614751;A small bird that scours the ground. It has a complex social structure with a defined hierarchy within the flock. Hens are popular livestock, as it can lay eggs much more frequently than other birds. It is found throughout Pywel.
16169936538065436912;Dewhaven Disguise
16170264815300773008;The Evil Deeds of the Monastery
16170264815300773009;A monastery where people gather, seeking the will of the gods and vowing to live by it. Yet what transpired within those hallowed walls was nothing short of abominable. The priests, claiming to drive out evil from young Draven, committed unspeakable cruelties. Perhaps now they pay the price for their own sins.
16170264815300773023;A monastery where people gather, seeking the will of the gods and vowing to live by it. Yet what transpired within those hallowed walls was nothing short of abominable. The priests, claiming to drive out evil from young Draven, committed unspeakable cruelties. Perhaps now they pay the price for their own sins.
16170299544406327553;Threefold Fork
16170817328483664129;Schedule around assistant
16171206259247153328;Begin the adventure together. %0#
16171378006399385808;Plate Gloves of Cursed Soul (+10)
16171783747664872592;Abandoned Mining Village
16171783747664872593;A fragment containing the memory of a slave who was taken to the mine.
16171783747664872607;A fragment containing the memory of a slave who was taken to the mine.
16172257577046900944;Dekarr Sword (+5)
16172362369953956097;Trademaster Shakatu
16174293511804289200;Battered Fish (Fish Fillet)
16175470934138815632;Forgotten Altar
16175470934138815633;Abyss Gate
16175470934138815647;Abyss Gate
16175470934138816656;Forgotten Altar
16175470934138816657;Abyss Gate
16176206979864199425;Leader of the Bleed Bandits
16176206979864199426;Marquis Serkis is waiting at the manor. It seems he has some important news regarding the leader of the Bleed Bandits.
16176206979864199429;Walter Lanford, the leader of the Bleed Bandits, has made his appearance. Defeat him for the peace of Hernand.
16176319782885261520;Dragon Flame Cloak (+7)
16176394773014249729;Make clear soup
16177266763044487425;Mise-en-scene Near Suspect Eli
16177535645177086209;Trigger
16178792361197831312;Five-Card
16178792361197831313;In a secluded corner where few venture, the game of Five-Card begins. Match three tiles to set your score, and the remaining two decide the winner.
16178792361197831327;In a secluded corner where few venture, the game of Five-Card begins. Match three tiles to set your score, and the remaining two decide the winner.
16180009125432787201;Hand over 3 oakwood mushrooms
16180214661092737232;Arlem Warhammer (+8)
16180930352968106192;Bamboo Spear (+2)
16181307257823166672;White Bloodwind Leather Armor (+2)
16182313847833493712;Autumn Banquet Cloth Cloak (+5)
16182494618712015056;Sein Leather Boots (+9)
16183054343144997121;Schedule Near Man in Despair
16183363589380243632;Escort the rebel leader to the destination.
16183424638045389968;Forgotten Altar
16183424638045389969;Abyss
16183424638045389983;Abyss
16183424638045390992;Forgotten Altar
16183424638045390993;Abyss
16183517125871142032;Gabriel Caliburn
16183517125871142033;Duke of Demeniss and head of House Caliburn. Once regarded as an upright and virtuous man, he rose to power after massacring King Thorel's loyalists. Speculation still abounds as to what drove him to such atrocities.
16183517125871142047;Duke of Demeniss and head of House Caliburn. Once regarded as an upright and virtuous man, he rose to power after massacring King Thorel's loyalists. Speculation still abounds as to what drove him to such atrocities.
16183517125871143056;Gabriel Caliburn
16183517125871143057;Duke of Demeniss and head of House Caliburn. Once regarded as an upright and virtuous man, he rose to power after massacring King Thorel's loyalists. Speculation still abounds as to what drove him to such atrocities. The Abyssal power he wields is said to be so overwhelming that it could warp even the axiom of time itself.
16183517125871144080;Gabriel Caliburn
16183517125871144081;Former Duke of Demeniss. Once regarded as an upright and virtuous man, he rose to power after massacring King Thorel's loyalists. The Abyssal power he wielded was said to be so overwhelming that it could warp even the axiom of time itself. Unsatisfied, he came to crave "pure power" itself.
16186198735947038977;Hill of Grief
16187018486290055425;Thorel, East Demeniss
16187342597407113473;
16187835595228184784;Dark Marksman's Plate Boots (+2)
16187837931690393857;Demeniss Port Liberation Loading
16187905869483081904;Do you want to escape?<br/>The mission in progress may reset.
16188874212809638096;Kairos Plate Boots (+8)
16189148369162076417;The Helms at Batihar
16189264517962662064;%0# (Trust: %1#)
16190069824330662145;Abyss Nexus
16190633358399635713;Volvior Ruins Black Bear Reinforcements
16191084252656304336;Crimson Warden's Necklace (+2)
16191228224517177872;Recapture Stronghold
16191248440666095792;One Point
16191433343303155888;Top-level, precise effect (flames, smoke, etc.) quality.
16191617558745448705;Luke's Request
16191617558745448706;Luke asked to place a flower basket in the old house on the hill to get rid of the smell so he could use it as lodging.
16191617558745448709;After the flower basket was placed inside the old house, Luke appeared satisfied, stating it was now ready to serve as lodging.
16192000528094332048;Pailune
16192000528094332049;The city that serves as the capital of the tribal state. Legends claim it was once the capital of an ancient kingdom, though the truth has been lost to time. A unique tradition of painting every building red gives the entire city a striking, intense atmosphere.
16192000528094332063;The city that serves as the capital of the tribal state. Legends claim it was once the capital of an ancient kingdom, though the truth has been lost to time. A unique tradition of painting every building red gives the entire city a striking, intense atmosphere.
16192000528094333072;Pailune
16192000528094333073;The city that serves as the capital of the tribal state. Legends claim it was once the capital of an ancient kingdom, though the truth has been lost to time. A unique tradition of painting every building red gives the entire city a striking, intense atmosphere.
16192223239328497872;White Bloodwind Leather Boots (+5)
16192445486706196737;Find the murder weapon
16193178508774605057;Fatima's Request
16193178508774605058;Fatima, the village tavernkeep has asked for fresh desert melons.
16193178508774605061;Fatima was handed over some desert melons. Thanks to the fresh, ripe melons, she can now serve a refreshing meal to her guests.
16193427462258950401;Back Alley Shop
16193427462258950402;Thrak, a smuggler who continues his trade in the back alleys of Calphade, with fearless deals that are popular among adventurers.
16194830181397954736;Add-ons
16194988846079803600;Canta Plate Helm (+1)
16195257324485476609;Cradle of Defense
16195257324485476610;The villages of southern Calphade are the cradle of the city's survival. Reclaim this vital land from the enemy's clutches.
16195257324485476613;Allied banners fly once more over the southern reaches of Calphade. The cradle of the Shield will now serve as the foundation for the city's reconstruction.
16196362282131783937;Donate 5,000 weapons
16196417133159122064;Helia
16196417133159122065;Bounty - {Money:Money_Copper:6000}<br/>Last Seen - Bay of Abundance<br/><br/>Race - Dwarf<br/>Age - 20s<br/>Build - Bulky<br/><br/>Helia has a bounty for human trafficking via rowboat. She was seen wearing a gray conical hat and a brown apron. A bounty will be paid to anyone who apprehends the fugitive and delivers her to the constabulary.<br/> - Demeniss Constabulary
16196417133159122079;Bounty - {Money:Money_Copper:6000}<br/>Last Seen - Bay of Abundance<br/><br/>Race - Dwarf<br/>Age - 20s<br/>Build - Bulky<br/><br/>Helia has a bounty for human trafficking via rowboat. She was seen wearing a gray conical hat and a brown apron. A bounty will be paid to anyone who apprehends the fugitive and delivers her to the constabulary.<br/> - Demeniss Constabulary
16196556139775656193;Abyss Tutorial I
16197094883293398160;Philip
16197094883293398161;A livestock fence of Tommaso. Even in Tommaso, where honest folk are hard to find, fencing stolen goods is hardly respectable. Philip does not care. He conducts his deals boldly in the middle of the street, in full view of everyone.
16197094883293398175;A livestock fence of Tommaso. Even in Tommaso, where honest folk are hard to find, fencing stolen goods is hardly respectable. Philip does not care. He conducts his deals boldly in the middle of the street, in full view of everyone.
16197211057863786753;Find the Abyss Nexus
16198210045781999792;Fined
16198914974469325008;Gilliam Axe (+4)
16199095337325953280;Where Lightning Strikes
16200375366429181072;Linda's Poster
16200375366429181073;Linda's Poster
16200375366429181087;Linda's Poster
16201188755925631233;Corpse around Karanda
16201309710794621185;Broken Bridge
16201724140778946817;Ironcrawler Platform 2 Passenger Schedule
16203567325994025217;Find the Abyss Nexus
16203635182182334721;Abyss Creature
16203785308469199056;Light of the Battlefield Earring (+8)
16205014145857224960;Flight
16205144794467401936;Fallen Noble's Rapier (+3)
16206374138661568720;Mortimer Shotgun (+2)
16207148495495233793;Inn
16207148495495233794;An inn run by Linda of Demeniss. It is a popular spot for freeswords, ideal for gathering information or taking a rest.
16207158017437729936;Saltshade Bandit Camp
16207158017437729937;The Sandfang Marauders' stronghold located at the Saltroad.
16207158017437729951;The Sandfang Marauders' stronghold located at the Saltroad.
16207158017437730960;Saltshade Bandit Camp
16207158017437730961;The Sandfang Marauders' stronghold located at the Saltroad.
16207412021803615376;Axe-Studded Tree
16207412021803615377;A fragment containing the memory of a desperate last stand.
16207412021803615391;A fragment containing the memory of a desperate last stand.
16207625610527244544;Demeniss Faction
16207836304442918032;Ancient Earring
16207836304442918033;An earring containing the essence of an ancient civilization. The latent waves of wisdom resonate with the wearer's mind, evoking a strange sense of exhilaration as if the principles of the world could be understood.
16207836304442918047;An earring containing the essence of an ancient civilization. The latent waves of wisdom resonate with the wearer's mind, evoking a strange sense of exhilaration as if the principles of the world could be understood.
16208454934352363728;Blue Scout Hat (+6)
16208526918004244688;Goldlight Plate Gloves (+7)
16208820083881936016;Polydamas Swallowtail Butterfly
16208820083881936017;An elegantly dressed insect, gliding gracefully in the air. Its wings are predominantly a dark black, with yellow patterns set like bands. Though it looks similar to swallowtail butterflies, it is characterized by the absence of tail-like protrusions.
16208820083881936031;An elegantly dressed insect, gliding gracefully in the air. Its wings are predominantly a dark black, with yellow patterns set like bands. Though it looks similar to swallowtail butterflies, it is characterized by the absence of tail-like protrusions.
16208865941247754416;Totem
16209421563986968833;Obtain the sealed Abyss artifact
16209845713482285313;Red River Cliff Watchtower Wolf Trackers
16210121828339810512;Steel Blaster (+2)
16210253013820899504;Cling
16210924549137498288;Enables the frame generation feature to enhance visual smoothness. Using this may impact game performance and increase input latency.
16211328361962669200;Sanctum of Expiation
16211328361962669201;A place said to be imbued with spiritual power.<br/>It is known to have been created by someone in the past to restore the world and its providence, yet its power is so great that Antumbra revere it as sacred ground. The First Edict declares: "Let those who deny that Liberation is attained through suffering atone for the weakness of their faith."
16211328361962669215;A place said to be imbued with spiritual power.<br/>It is known to have been created by someone in the past to restore the world and its providence, yet its power is so great that Antumbra revere it as sacred ground. The First Edict declares: "Let those who deny that Liberation is attained through suffering atone for the weakness of their faith."
16211328361962670224;Sanctum of Expiation
16211328361962670225;A place said to be imbued with spiritual power.<br/>It is known to have been created by someone in the past to restore the world and its providence, yet its power is so great that Antumbra revere it as sacred ground. The First Edict declares: "Let those who deny that Liberation is attained through suffering atone for the weakness of their faith."
16211536977114169601;Bleed Fortress Close Filter
16211724328144732688;Recapture Stronghold
16211724328144994832;Fig Harvesting
16211765722777387265;
16212632047745761456;Barricade
16212896914083938512;Lanford Hammer (+6)
16213405098909368576;Defeat enemies around the ruins
16213649585627726992;Elise's Note
16213649585627726993;A note from Elise.
16213649585627727007;A note from Elise.
16214025923547103440;Mortain Plate Helm (+6)
16214455587780427984;Shockward I (+0)
16215763937898004656;Head to the location where the priest is waiting.
16215768091131379888;Filling Toasted Grains
16215792048458957008;Bernor's Pickaxe (+9)
16215842832152264961;Sealed Abyss Artifact Mise-en-scene - Orc Male 3
16217095261795647745;The Nag and the Stubborn One
16217095261795647746;Andrew and Naira are arguing again.<br/>See what the argument is about.
16217095261795647749;Naira wanted to take in the dog she saw in town that had lost its owner, but Andrew was dead set against it, insisting they couldn't handle the responsibility. And she stormed off toward Hernand, claiming she had to run an errand for Carl. Follow her.
16217539129485820112;Haiden's Greater Elixir (+0)
